Departure,Nationality,Destination,Year
Algiers,Dutch,Livorno,1780
Livorno,Dutch,Toulon,1780
Toulon,Dutch,Marseille,1780
Marseille,Dutch,Allicanten,1780
Allicanten,Dutch,Lissabon,1780
Texel,Dutch,Kaap de Goede Hoop,1796
Nederland,Dutch,Marseille,1836
Marseille,Dutch,Gibraltar,1836
Gibraltar,Dutch,Texel,1836
Nederland,Dutch,Batavia,1836
Nederland,Dutch,Batavia,1836
Batavia,Dutch,Hellevoetsluis,1839
Batavia,Dutch,Hellevoetsluis,1839
Rotterdam,Dutch,Batavia,1838
Batavia,Dutch,Rotterdam,1839
Rotterdam,Dutch,Batavia,1839
Batavia,Dutch,Rotterdam,1840
Nieuwediep,Dutch,Batavia,1840
Batavia,Dutch,Nieuwediep,1841
Nieuwediep,Dutch,Batavia,1843
Banjouwangie,Dutch,Nieuwediep,1844
Halifax,British,Antigua,1783
Antigua,British,Spithead,1783
Rotterdam,Dutch,Batavia,1841
Spithead,British,Cape of Good Hope,1793
Cape of Good Hope,British,Rodriguez,1794
Rodriguez,British,Mauritius,1794
Mauritius,British,Trincomale,1794
Trincomale,British,Rodriguez,1794
Rodriguez,British,Mauritius,1794
Mauritius,British,Trincomale,1794
Madras,British,Trincomale,1795
Madras,British,Pulo Pinang,1795
Hellevoetsluis,Dutch,Azoren,1783
Azoren,Dutch,Hellevoetsluis,1783
Hellevoetsluis,Dutch,Porto Crajo,1786
Porto Crajo,Dutch,Simonsbaai,1786
Simonsbaai,Dutch,Ceylon,1786
Ceylon,Dutch,Baai van Punto,1786
Baai van Punto,Dutch,Batavia,1786
Batavia,Dutch,Ceylon,1788
Ceylon,Dutch,Kaap de Goede Hoop,1788
Kaap de Goede Hoop,Dutch,Hellevoetsluis,1789
Hellevoetsluis,Dutch,Suriname,1793
Suriname,Dutch,Curacao,1793
Downs,British,Penang via St Helena,1815
Java Head,British,Downs via St Helena,1816
Nederland,Dutch,Batavia,1845
Batavia,Dutch,Texel,1848
Spithead,British,Carlisle Bay,1795
Plymouth,British,Anjengo,1760
Nagapatam,British,Rodriquez,1761
Rodriquez,British,Table Bay,1761
Corvo,British,Madras,1762
Cochine,British,Cape of Good Hope,1764
Table Bay,British,Plymouth,1764
Madeira,British,Antigua,1772
Antigua,British,Spithead,1775
Spithead,British,Nantasket,1775
Boston,British,Halifax,1776
Halifax,British,Boston,1776
Spithead,British,Gibraltar,1755
Spithead,British,Senegal,1759
Accra,British,Barbados,1760
Basse Terre,British,UK,1760
Gulf of Maine,British,UK,1761
Spithead,British,Hampton Road Virginia,1761
Halifax,British,New York,1762
New York,British,West Indies,1762
Spithead,British,Barbados,1803
Tortola Roads, St Thomas,British,Spithead,1803
Jamaica ,British,Downs,1807
Amsterdam,Dutch,Liverpool,1853
Liverpool,Dutch,Batavia,1853
Soerabaija,Dutch,Nieuwediep,1854
Rotterdam,Dutch,Batavia,1842
Batavia,Dutch,Rotterdam,1843
Suriname,Dutch,Texel,1755
Nieuwediep,Dutch,Batavia,1843
Tjilatjap,Dutch,Nieuwediep,1843
UK,British,Dellago Bay,1762
Dellago Bay,British,Bombay,1762
Tellicherry,British,St Helena,1763
St Helena,British,UK,1763
UK,British,Joanna,1765
Joanna,British,Madras,1765
Anjengo,British,UK,1766
Dover,British,Madras,1767
Java Head ,British,St Helena,1769
Madeira,British,Madras,1769
St Helena,British,UK,1770
England,British,Bombay,1771
Calcutta,British,London,1772
Gravesend,British,Madras,1752
Vizagapatnam,British,Cape Negrais Burma,1753
Negrais Burma,British,Madras,1754
Madras,British,Batavia,1754
Bengal,British,Spithead,1755
Spithead,British,Madeira,1757
Bona Vista,British,St Helena,1757
St Helena,British,Ferdinando Loronho,1757
Ferdinando Loronho,British,UK,1757
UK,British,Madeira,1758
Madeira,British,St Helena,1758
St Helena,British,Ferdinando Loronho,1758
Ferdinando Loronho,British,UK,1758
Plymouth,British,Bay of Biscay (cruising),1759
Plymouth,British,Madeira,1760
Madeira,British,St Helena,1760
St Helena,British,UK,1760
Downs UK,British,Sundu Strait via St Helena,1816
St Johns, NF,British,Fayal, Azores,1801
Plymouth,British,Table Bay,1802
Lagos Bay,British,Gibraltor via Antigua,1805
New York,American,Batavia,1808
Montevideo,British,Valpariso,1820
Galapagos,British,Panama,1822
Panama,British,Acapulco,1822
Acapulco,British,St Blas,1822
St Blas,British,Rio de Janeiro,1822
Mayo Cape Verde Islands,British,Spithead,1807
Spithead,British,Maldonado,1807
Mayo Cape Verde Islands,British,Spithead,1808
Texel,Dutch,Padang,1853
Nederland,Dutch,Batavia,1831
Rotterdam,Dutch,Batavia,1853
Spithead,British,Madeira,1775
Funchall Road,British,Teneriffe,1775
Teneriffe,British,St Augustins Bay, Madagascar,1775
St Augustins Bay, Madagascar,British,Madras,1775
Surat,British,Mocha (Mokha),1776
Gulf of Aden,British,Bombay,1776
Cochin,British,Gulf of Aden,1780
Gulf of Aden,British,Bombay,1780
Spithead,British,Simons Bay,1796
Simons Bay,British,Table Bay,1796
Table Bay,British,Bombay,1797
Table Bay ,British,Spithead,1798
Port Royal,British,Plymouth,1802
Torbay,British,Cork,1781
Torbay,British,St Johns Newfoundland,1782
Lizard,British,St Jago,1753
St Jago,British,Sierra Lion,1753
Cape Serra Lion,British,Dixcove,1753
Dixcove,British,Barbados,1754
Jamaica,British,UK,1754
Kingsale,British,Gibraltar,1757
Cork,British,Barbados,1761
St Martins,British,Plymouth,1762
UK,British,Gibraltar,1762
Lizard,British,Madeira,1764
Madeira,British,Antigua,1764
Havana,British,Halifax,1765
Halifax,British,Portsmouth,1765
Bombay,British,Cape of Good Hope,1791
Cape of Good Hope,British,Spithead,1792
Spithead,British,Tenerife,1772
Tenerife,British,Charles Town,1772
Charles Town,British,New York,1772
Rhode Island,British,Virginia,1773
Crany Island,British,Brunswick,1774
Downs,British,Calcutta,1814
Plymouth,British,Penang (via Funchal),1804
Plymouth,British,St Augustines,1754
Plymouth,British,St Augustines,1754
St Augustines,British,Fort St Georges,1754
Fort St Georges,British,Trinconomalle,1755
Madras,British,Bombay,1758
Madras,British,Bombay,1758
Bombay,British,Nagapatram,1759
Madras,British,Bombay,1759
Torbay,British,Bombay, via False Bay,1811
Nederland,Dutch,Suriname,1827
Suriname,Dutch,Curacao,1827
Curacao,Dutch,Hellevoetsluis,1827
Hellevoetsluis,Dutch,Suriname,1828
Suriname,Dutch,St. Eustacius,1828
St. Eustacius,Dutch,Curacao,1828
Curacao,Dutch,Hellevoetsluis,1828
Hellevoetsluis,Dutch,Paramaribo,1829
Nederland,Dutch,Ivoorkust,1840
Nederland,Dutch,Ivoorkust,1840
El Mina,Dutch,Parimaribo,1840
El Mina,Dutch,Parimaribo,1840
Parimaribo,Dutch,Curacao,1840
Parimaribo,Dutch,Curacao,1840
Curacao,Dutch,Paramaribo,1840
Paramaribo,Dutch,Curacao,1840
Curacao,Dutch,Paramaribo,1840
Paramaribo,Dutch,Curacao,1840
Curacao,Dutch,Hellevoetsluis,1842
Curacao,Dutch,Hellevoetsluis,1842
Port Royal, Jamaica,British,Halifax,1821
Halifax,British,St Michaels,1821
St Michaels,British,Plymouth,1821
Plymouth,British,Sierra Leone,1822
Annabona,British,Sierra Leone,1823
LA HABANA,Spanish,SAN AGUSTIN DE LA FLORIDA,1742
MANILA,Spanish,NORTE DE NUEVA ESPAÑA,1773
MONTEVIDEO,Spanish,ISLA DEL PRINCIPE (GUINEA),1778
MONTEVIDEO,Spanish,CADIZ,1778
UNKNOWN,Spanish,CADIZ,1779
MONTEVIDEO,Spanish,SANBORONBOM - MONTEVIDEO,1805
MONTEVIDEO,Spanish,BUENOS AIRES,1805
BUENOS AIRES,Spanish,MONTEVIDEO,1805
CALLAO,Spanish,CADIZ,1778
CALLAO,Spanish,CÁDIZ,1778
CÁDIZ,Spanish,LISBOA-FERROL,1786
UNKNOWN,Spanish,AZORES,1779
MANILA,Spanish,ESTRECHO SAN BERNARDINO,1828
VALDIVIA (CHILE),Spanish,CONCEPCIÓN (CHILE),1769
CONCEPCIÓN (CHILE),Spanish,CALLAO (LIMA-PERÚ),1769
MONTEVIDEO,Spanish,CÁDIZ,1772
MONTEVIDEO,Spanish,CÁDIZ,1778
I. DEL CUERVO,Spanish,PUERTO DE SANTA MARÍA,1778
CÁDIZ,Spanish,ISLA DE SANTA CATALINA (SANTA CATARINA-BRASIL?),1776
MONTEVIDEO,Spanish,CÁDIZ,1794
CÁDIZ,Spanish,CÁDIZ, LLEGANDO ANTES HASTA LAS AZORES,1779
CÁDIZ,Spanish,CÁDIZ?,1790
CÁDIZ?,Spanish,DESCONOCIDO,1789
SANTA CATALINA,Spanish,SANTA CATALINA,1777
SANTA CATALINA,Spanish,MONTEVIDEO,1777
SANTA CATALINA,Spanish,MONTEVIDEO,1777
SANTA CATALINA,Spanish,SANTA CATALINA,1777
SANTA CATALINA,Spanish,MONTEVIDEO,1777
DESCONOCIDO,Spanish,EL CALLAO,1776
EL CALLAO,Spanish,CÁDIZ,1778
MONTEVIDEO,Spanish,CÁDIZ,1778
LA CORUÑA,Spanish,PUERTO DE BRESTE,1779
PUERTO DE BRESTE,Spanish,LA CORUÑA,1780
LA CORUÑA,Spanish,CÁDIZ,1780
CÁDIZ,Spanish,CÁDIZ,1780
FILIPINAS,Spanish,FILIPINAS,1835
CÁDIZ,Spanish,CABO SAN VICENTE Y SANTA MARÍA Y VUELTA,1758
CÁDIZ,Spanish,CÁDIZ,1759
EL CALLAO,Spanish,CÁDIZ,1778
CÁDIZ,Spanish,CÁDIZ,1779
CÁDIZ,Spanish,CÁDIZ,1779
VERACRUZ,Spanish,LA HABANA,1773
LA HABANA,Spanish,CÁDIZ,1774
Funchal,British,Barbados,1796
Falmouth,British,Madeira,1797
Sierra Leone,British,UK,1798
Cape Delgada - East Africa,British,Gulf of Aden via Table Bay,1799
Amboyna,British,Bombay,1802
Bombay,British,Plymouth,1802
Soerabaya,Dutch,Tafelbaai,1822
Tafelbaai,Dutch,Texel,1822
Cape,British,Cork,1796
Spithead,British,Carlisle Bay,1798
St Kitts,British,Nore,1801
Amsterdam,Dutch,Texel,1815
Texel,Dutch,Plymouth,1815
Texel,Dutch,Batavia,1815
Guernsey,British,Madeira,1773
Madeira,British,Antigua,1773
Antigua,British,Spithead,1775
Plymouth,British,St Johns, Newfoundland,1776
St Johns, Newfoundland,British,Lisbon,1776
Lisbon,British,Spithead,1776
Basse Terre,British,Downs,1778
Spithead,British,Barbados,1779
Near Madeira,British,Antigua,1805
Antigua,British,Gibraltar,1805
Port Praya,British,St Michaels, Azores,1806
St Michaels, Azores,British,Barbados,1806
Barbados,British,Plymouth UK,1806
Plymouth,British,Bermuda,1806
Bermuda,British,Spithead,1807
Barnpool, Plymouth,British,Madras,1802
Amboyna,British,Trincomalee,1803
Equator,British,Rio,1782
Rio,British,Johanna,1782
Johanna,British,Bombay,1782
Nederland,Dutch,Batavia,1820
Batavia,Dutch,Nederland,1820
Texel,Dutch,Kaap de Goede Hoop,1821
Kaap de Goede Hoop,Dutch,Batavia,1821
Batavia,Dutch,Antwerpen,1821
Nederland,Dutch,Batavia,1821
Nederland,Dutch,Batavia,1821
Nederland,Dutch,Batavia,1821
Nederland,Dutch,Batavia,1821
Funchal,British,Salvador, Brazil,1805
UNKNOWN,British,Salvador, Brazil,1806
Saldanha Bay,British,St Helena,1781
St Helena,British,Trinidada,1781
Trinidada,British,Lisbon,1781
Spithead,British,St Lucia,1782
Antigua,British,Spithead,1783
Jamaica ,British,Spithead,1792
Spithead,British,Barbados,1799
Jamaica ,British,Scilly Isles,1806
Nederland,Dutch,Batavia,1835
Batavia,Dutch,Texel,1838
Duins,Hamburg,Kaap de Goede Hoop,1797
Spithead,British,Jamaica,1772
La Coruña,Spanish,Montevideo,1774
La Coruña,Spanish,Montevideo,1774
Montevideo,Spanish,La Coruña,1775
La Coruña,Spanish,Montevideo,1775
Montevideo,Spanish,La Coruña,1776
La Coruña,Spanish,Montevideo,1776
Montevideo,Spanish,La Coruña,1777
La Coruña,Spanish,Montevideo,1777
Montevideo,Spanish,La Coruña,1778
Montevideo,Spanish,La Coruña,1778
La Coruña,Spanish,Montevideo,1778
Montevideo,Spanish,La Coruña,1779
La Coruña,Spanish,Montevideo,1784
Montevideo,Spanish,La Coruña,1784
LA CORUÑA,Spanish,LA HABANA,1786
LA HABANA,Spanish,LA CORUÑA,1786
Falmouth,British,Madras,1793
Spithead,British,Bombay,1799
Princes Island,British,Table Bay,1800
Simon's Bay,British,Rio de Janeiro,1800
Montevideo,British,Table Bay,1801
Table Bay,British,Rodriguez,1801
Fort Dauphin,British,Simon's Bay,1801
Nieuwediep,Dutch,Batavia,1847
Batavia,Dutch,Nieuwediep,1848
Nieuwediep,Dutch,Java,1849
Banjoewangie,Dutch,Nieuwediep,1850
Amsterdam,Dutch,London,1853
London,Dutch,Port Jackson,1853
London,Dutch,Australie,1853
Port Jackson,Dutch,Soerabaya,1854
Batavia,Dutch,Nieuwediep,1854
Ferro,British,St Augustins Bay,1752
St Augustins Bay,British,Bombay,1752
Tillicherry,British,Mocha,1753
Mocha,British,Bombay,1753
Bombay,British,Beachy Head,1754
Nederland,Dutch,Elmina,1818
St George d'Elmina,Dutch,Suriname,1819
Paramaribo,Dutch,Curacao,1819
Curacao,Dutch,Hellevoetsluis,1820
Nederland,Dutch,Batavia,1822
Batavia,Dutch,Nederland,1826
Amsterdam,Dutch,Curacao,1754
Amsterdam,Dutch,Curacao,1755
Curacao,Dutch,Nederland,1755
Texel,Dutch,Parimaribo,1763
Parimaribo,Dutch,Curacao,1764
Curacao,Dutch,Texel,1764
Texel,Dutch,Kaap de Goede Hoop,1796
Hellevoetsluis,Dutch,Port Mahon,1829
Port Mahon,Dutch,La Valetta,1829
La Valetta,Dutch,Smirna,1829
Smirna,Dutch,Malta,1829
Malta,Dutch,Port Mahon,1829
Hellevoetsluis,Dutch,Hellevoetsluis,1829
Hellevoetsluis,Dutch,Duins,1829
Duins,Dutch,Port Mahon,1829
Port Mahon,Dutch,Malta,1829
Malta,Dutch,Smyrna,1830
Smyrna,Dutch,Malta,1830
Malta,Dutch,Port Mahon,1830
Port Mahon,Dutch,Hellevoetsluis,1830
Hellevoetsluis,Dutch,Minorca,1830
Minorca,Dutch,Malta,1830
Malta,Dutch,Port Mahon,1830
Port Mahon,Dutch,Hellevoetsluis,1830
Hellevoetsluis,Dutch,Malaga,1830
Malaga,Dutch,Hellevoetsluis,1831
Hellevoetsluis,Dutch,Parimaribo,1831
Parimaribo,Dutch,Curacao,1831
Curacao,Dutch,Hellevoetsluis,1831
Hellevoetsluis,Dutch,Parimaribo,1832
Parimaribo,Dutch,Curacao,1832
Curacao,Dutch,Hellevoetsluis,1832
Hellevoetsluis,Dutch,Parimaribo,1833
Parimaribo,Dutch,Curacao,1833
Curacao,Dutch,Hellevoetsluis,1833
Hellevoetsluis,Dutch,Paramaribo,1834
Paramaribo,Dutch,Curacao,1834
Curacao,Dutch,Hellevoetsluis,1834
Hellevoetsluis,Dutch,Curacao,1836
Curacao,Dutch,Paramaribo,1836
Paramaribo,Dutch,Hellevoetsluis,1836
Hellevoetsluis,Dutch,Paramaribo,1837
Paramaribo,Dutch,Curacao,1837
Curacao,Dutch,Hellevoetsluis,1837
Hellevoetsluis,Dutch,Paramaribo,1838
Paramaribo,Dutch,Curacao,1838
Curacao,Dutch,Hellevoetsluis,1838
Hellevoetsluis,Dutch,Paramaribo,1838
Paramaribo,Dutch,Hellevoetsluis,1839
Nederland,Dutch,Paramaribo,1841
Paramaribo,Dutch,Curacao,1841
Curacao,Dutch,Nieuwediep,1841
Nieuwediep,Dutch,Paramaribo,1841
Paramaribo,Dutch,Hellevoetsluis,1842
Nederland,Dutch,Paramaribo,1842
Paramaribo,Dutch,Curacao,1842
Curacao,Dutch,Hellevoetsluis,1842
Hellevoetsluis,Dutch,Paramaribo,1843
Paramaribo,Dutch,Hellevoetsluis,1843
Nederland,Dutch,Paramaribo,1843
Paramaribo,Dutch,The Netherlands,1843
Nederland,Dutch,Suriname,1844
Suriname,Dutch,Vlissingen,1844
Nederland,Dutch,Suriname,1845
Suriname,Dutch,The Netherlands,1845
Nederland,Dutch,Cadiz,1847
Cadiz,Dutch,Parimaribo,1847
Parimaribo,Dutch,Curacao,1847
Curacao,Dutch,Nederland,1847
Nederland,Dutch,Suriname,1848
Suriname,Dutch,Curacao,1848
Curacao,Dutch,Nederland,1848
Hellevoetsluis,Dutch,St Eustatius,1759
St Eustatius,Dutch,Curacao,1759
Curacao,Dutch,Hellevoetsluis,1759
Nederland,Dutch,Plymouth,1760
Plymouth,Dutch,Malaga,1760
Malaga,Dutch,Cartagena,1760
Cartagena,Dutch,Cadiz,1761
Cadiz,Dutch,Hellevoetsluis,1761
Dordrecht,Dutch,Batavia,1834
Batavia,Dutch,Nagasaki,1834
Nagasaki,Dutch,Batavia,1834
Batavia,Dutch,Oudjong Pancer,1835
Oudjong Pancer,Dutch,Samaras,1835
Samaras,Dutch,Batavia,1835
Batavia,Dutch,Dordrecht,1835
Motherbank,British,Madras,1801
Madras,British,Downs UK via St Helena,1803
Portsmouth,British,Bengal via St Helena,1806
Madas,British,Downs via Table Bay and St Helena,1807
Portsmouth,British,Bombay via Madeira and Johanna,1809
Point De Galle,British,Downs via St Helena,1810
Madras,British,St Helena via Table Bay,1812
Anjengo,British,Cape of Good Hope,1750
Cape of Good Hope,British,St Helena,1750
St Helena,British,UK,1750
Spithead ,British,Nevis,1756
Florida Keys,British,Downs (England),1760
Kaap de Goede Hoop,Dutch,Amsterdam,1794
Hartlepool,Dutch,Batavia,1853
Batavia,Dutch,Rotterdam,1853
Dover,Dutch,Caap Monte,1755
Golf van Guinee,Dutch,Suriname,1756
Suriname,Dutch,Middelburg,1756
Ramekens,Dutch,Guinea,1760
Zanteme,Dutch,Nederland,1761
Nieuwediep,Dutch,Batavia,1841
Batavia,Dutch,Nieuwediep,1842
Nieuwediep,Dutch,Batavia,1842
Tjilatjap,Dutch,Nieuwediep,1843
Nieuwediep,Dutch,Batavia,1847
Batavia,Dutch,Nieuwediep,1848
Nieuwediep,Dutch,Batavia,1848
Tjilatjap,Dutch,Nieuwediep,1849
Nieuwediep,Dutch,Batavia,1851
Batavia,Dutch,Nieuwediep,1852
Martinique,British,Plymouth,1795
Spithead,British,Barbados,1798
Jamaica,British,Downs UK,1799
Madeira,British,Barbados,1763
Torbay,British,Madeira,1768
Madeira,British,Antigua,1768
Charlestown,British,Port Royal, Jamaica,1769
Port Royal, Jamaica,British,Spithead,1771
Cork (western approaches),British,Plymouth,1793
Spithead,British,cruising western approaches,1757
Spithead,British,Halifax,1758
Louisbourg,British,Spithead,1758
Spithead,British,St Johns (Antigua),1760
Spithead,British,Fort St David,1751
Kedgeree,British,Northfleet,1752
Kegerree,British,Northfleet,1752
Kedgeree,British,Northfleet,1752
Falmouth ,British,Bengal,1818
Plymouth,British,Halifax,1755
Plymouth,British,cruising the western approaches,1756
Plymouth,British,Ferrol Harbour - cruising the western approaches,1757
Ferrol Harbour  ,British,Spithead,1757
St Helens,British,cruising western approaches,1757
St Helens,British,La Rochelle,1757
La Rochelle,British,Spithead,1757
Dunnoze,British,Plymouth - cruising western approaches,1758
Ushant,British,Southsea,1758
Ushant,British,Spithead - cruising Bay Biscay,1758
Cork,British,Goree,1758
Senegal Road,British,Spithead,1759
CÁDIZ,Spanish,COSTA FIRME DE LA AMÉRICA,1815
SAN BLAS,Spanish,REALEJO,1794
EL FERROL,Spanish,MONTEVIDEO,1767
EL FERROL,Spanish,MONTEVIDEO (PRIMERO VAN A STA. CATALINA, BRASIL),1767
STA CATALINA (BRASIL),Spanish,MONTEVIDEO,1767
MONTEVIDEO,Spanish,ISLAS MALVINAS,1768
MALVINAS,Spanish,CONCEPCIÓN (CHILE),1768
CONCEPCIÓN (CHILE),Spanish,EL CALLAO (PERÚ),1768
LA CORUÑA,Spanish,LA HABANA,1779
LA HABANA,Spanish,SANTANDER,1781
La Coruña,Spanish,Montevideo,1785
Montevideo,Spanish,La Coruña,1786
Montevideo,Spanish,La Coruña,1787
La Coruña,Spanish,Montevideo,1788
Montevideo,Spanish,La Coruña,1788
La Coruña,Spanish,Montevideo,1789
Montevideo,Spanish,La Coruña,1789
La Coruña,Spanish,Montevideo,1790
Montevideo,Spanish,La Coruña,1790
La Coruña,Spanish,Montevideo,1793
Montevideo,Spanish,La Coruña,1793
LA CORUÑA,Spanish,MONTEVIDEO,1799
CÁDIZ,Spanish,SANTA CATALINA (BRASIL),1776
MONTEVIDEO,Spanish,CÁDIZ,1778
LA HABANA,Spanish,CÁDIZ,1794
LA CORUÑA,Spanish,LA HABANA,1765
LA HABANA,Spanish,LA CORUÑA,1765
LA CORUÑA,Spanish,LA HABANA,1766
LA HABANA,Spanish,LA CORUÑA,1766
LA CORUÑA,Spanish,LA HABANA,1766
LA HABANA,Spanish,LA CORUÑA,1767
LA CORUÑA,Spanish,LA HABANA,1767
LA HABANA,Spanish,LA CORUÑA,1767
LA CORUÑA,Spanish,LA HABANA,1768
LA HABANA,Spanish,LA CORUÑA,1768
LA CORUÑA,Spanish,LA HABANA,1768
LA HABANA,Spanish,LA CORUÑA,1768
LA CORUÑA,Spanish,LA HABANA,1769
LA CORUÑA,Spanish,LA HABANA,1769
LA HABANA,Spanish,LA CORUÑA,1769
LA CORUÑA,Spanish,LA HABANA,1770
LA HABANA,Spanish,LA CORUÑA,1770
LA CORUÑA,Spanish,LA HABANA,1770
LA HABANA,Spanish,LA CORUÑA,1771
LA CORUÑA,Spanish,LA HABANA,1771
LA HABANA,Spanish,LA CORUÑA,1771
LA CORUÑA,Spanish,LA HABANA,1772
LA HABANA,Spanish,LA CORUÑA,1772
LA CORUÑA,Spanish,LA HABANA,1772
LA HABANA,Spanish,LA CORUÑA,1772
LA CORUÑA,Spanish,LA HABANA,1773
LA HABANA,Spanish,LA CORUÑA,1773
LA CORUÑA,Spanish,LA HABANA,1773
LA HABANA,Spanish,LA CORUÑA,1774
LA CORUÑA,Spanish,LA HABANA,1774
LA HABANA,Spanish,LA CORUÑA,1774
LA CORUÑA,Spanish,LA HABANA,1775
LA HABANA,Spanish,LA CORUÑA,1775
LA CORUÑA,Spanish,LA HABANA,1775
LA HABANA,Spanish,LA CORUÑA,1776
LA CORUÑA,Spanish,LA HABANA,1776
LA HABANA,Spanish,LA CORUÑA,1776
LA CORUÑA,Spanish,LA HABANA,1777
LA HABANA,Spanish,LA CORUÑA,1793
La Coruña,Spanish,Montevideo,1789
Montevideo,Spanish,La Coruña,1789
LA CORUÑA,Spanish,LA HABANA,1797
LA HABANA,Spanish,LA CORUÑA,1797
LA HABANA,Spanish,LA CORUÑA,1769
LA HABANA,Spanish,CÁDIZ,1794
BAHÍA DE CÁDIZ,Spanish,BAHÍA DE CÁDIZ,1779
LA CORUÑA,Spanish,LA HABANA,1765
LA HABANA,Spanish,LA CORUÑA,1765
LA CORUÑA,Spanish,LA HABANA,1765
LA HABANA,Spanish,LA CORUÑA,1766
LA CORUÑA,Spanish,LA HABANA,1768
LA HABANA,Spanish,LA CORUÑA,1768
LA CORUÑA,Spanish,LA HABANA,1778
LA HABANA,Spanish,LA CORUÑA,1778
LA CORUÑA,Spanish,LA HABANA,1778
LA HABANA,Spanish,LA CORUÑA,1778
LA CORUÑA,Spanish,LA HABANA,1779
LA HABANA,Spanish,LA CORUÑA,1779
LA CORUÑA,Spanish,LA HABANA,1794
LA HABANA,Spanish,LA CORUÑA,1794
LA HABANA,Spanish,CAMARIÑAS,1795
LA CORUÑA,Spanish,LA HABANA,1796
LA HABANA,Spanish,LA CORUÑA,1796
CAMPECHE,Spanish,LA HABANA,1768
LA HABANA,Spanish,CAMPECHE,1768
LA HABANA,Spanish,LA CORUÑA,1765
LA CORUÑA,Spanish,LA HABANA,1765
LA HABANA,Spanish,LA CORUÑA,1765
LA CORUÑA,Spanish,LA HABANA,1766
LA HABANA,Spanish,LA CORUÑA,1766
LA CORUÑA,Spanish,LA HABANA,1766
LA HABANA,Spanish,LA CORUÑA,1767
LA CORUÑA,Spanish,LA HABANA,1767
LA HABANA,Spanish,LA CORUÑA,1767
LA CORUÑA,Spanish,LA HABANA,1773
LA HABANA,Spanish,LA CORUÑA,1773
LA CORUÑA,Spanish,LA HABANA,1774
LA HABANA,Spanish,LA CORUÑA,1774
LA CORUÑA,Spanish,LA HABANA,1774
LA HABANA,Spanish,LA CORUÑA,1774
LA CORUÑA,Spanish,LA HABANA,1775
LA HABANA,Spanish,LA CORUÑA,1775
LA CORUÑA,Spanish,LA HABANA,1775
LA HABANA,Spanish,LA CORUÑA,1776
LA CORUÑA,Spanish,LA HABANA,1776
LA HABANA,Spanish,LA CORUÑA,1776
LA CORUÑA,Spanish,LA HABANA,1784
LA HABANA,Spanish,LA CORUÑA,1784
LA CORUÑA,Spanish,LA HABANA,1786
LA HABANA,Spanish,LA CORUÑA,1787
LA CORUÑA,Spanish,LA HABANA,1787
LA HABANA,Spanish,LA CORUÑA,1787
LA CORUÑA,Spanish,LA HABANA,1790
LA HABANA,Spanish,LA CORUÑA,1790
CÁDIZ,Spanish,MONTEVIDEO,1776
CÁDIZ,Spanish,MONTEVIDEO,1776
MONTEVIDEO,Spanish,CÁDIZ,1778
CÁDIZ,Spanish,MONTEVIDEO,NaN
CÁDIZ,Spanish,MONTEVIDEO,1792
CÁDIZ,Spanish,MONTEVIDEO Y RÍO DE LA PLATA,1792
PUERTO DE MONTEVIDEO,Spanish,CÁDIZ,1792
CÁDIZ,Spanish,MONTEVIDEO,1793
CÁDIZ,Spanish,MONTEVIDEO,1793
MONTEVIDEO,Spanish,LA HABANA,1793
MONTEVIDEO,Spanish,LA HABANA,1793
MONTEVIDEO.,Spanish,LA HABANA,1794
LA HABANA,Spanish,CÁDIZ,1794
LA HABANA,Spanish,CÁDIZ,1794
LA CORUÑA,Spanish,LA HABANA,1783
LA HABANA,Spanish,LA CORUÑA,1784
